#,pay_band,grade_pay,lvl,value,active_flag,dml_status_flag,user_id,created_timestamp,modified_user_id,modified_timestamp,serv_type,cadrename_ais,value_2017_backup,_id
2725,5700-24000,2200,7,34300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,30230,2725
2726,5700-24000,2200,7,35300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,31140,2726
2727,5700-24000,2200,7,36400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,32080,2727
2728,5700-24000,2200,7,37500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,33050,2728
2729,5700-24000,2200,7,38600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34050,2729
2730,5700-24000,2200,7,39800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35080,2730
2731,5700-24000,2200,7,41000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,36140,2731
2732,5700-24000,2200,7,42200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37230,2732
2733,5700-24000,2200,7,43500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38350,2733
2734,5700-24000,2200,7,44800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,39510,2734
2735,5700-24000,2200,7,46100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,40700,2735
2736,5700-24000,2200,7,47500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,41930,2736
2737,5700-24000,2200,7,48900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43190,2737
2738,5700-24000,2200,7,50400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,44490,2738
2739,5700-24000,2200,7,51900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,45830,2739
2740,5700-24000,2200,7,53500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,47210,2740
2741,5700-24000,2200,7,55100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,48630,2741
2742,5700-24000,2200,7,56800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,50090,2742
2743,5700-24000,2200,7,58500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,51600,2743
2744,5700-24000,2200,7,60300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,53150,2744
2745,5700-24000,2200,7,62100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,54750,2745
2746,5700-24000,2200,7,64000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,56400,2746
2747,5700-24000,2200,7,65900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,58100,2747
2748,5700-24000,2200,7,67900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,59850,2748
2749,5700-24000,2400,8,25300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,22140,2749
2750,5700-24000,2400,8,26100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,22810,2750
2751,5700-24000,2400,8,26900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,23500,2751
2752,5700-24000,2400,8,27700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,24210,2752
2753,5700-24000,2400,8,28500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,24940,2753
2754,5700-24000,2400,8,29400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,25690,2754
2755,5700-24000,2400,8,30300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,26470,2755
2756,5700-24000,2400,8,31200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,27270,2756
2757,5700-24000,2400,8,32100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,28090,2757
2758,5700-24000,2400,8,33100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,28940,2758
2759,5700-24000,2400,8,34100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,29810,2759
2760,5700-24000,2400,8,35100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,30710,2760
2761,5700-24000,2400,8,36200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,31640,2761
2762,5700-24000,2400,8,37300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,32590,2762
2763,5700-24000,2400,8,38400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,33570,2763
2764,5700-24000,2400,8,39600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34580,2764
2765,5700-24000,2400,8,40800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35620,2765
2766,5700-24000,2400,8,42000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,36690,2766
2767,5700-24000,2400,8,43300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37800,2767
2768,5700-24000,2400,8,44600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38940,2768
2769,5700-24000,2400,8,45900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,40110,2769
2770,5700-24000,2400,8,47300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,41320,2770
2771,5700-24000,2400,8,48700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,42560,2771
2772,5700-24000,2400,8,50200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43840,2772
2773,5700-24000,2400,8,51700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,45160,2773
2774,5700-24000,2400,8,53300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,46520,2774
2775,5700-24000,2400,8,54900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,47920,2775
2776,5700-24000,2400,8,56500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,49360,2776
2777,5700-24000,2400,8,58200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,50850,2777
2778,5700-24000,2400,8,59900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,52380,2778
2779,5700-24000,2400,8,61700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,53960,2779
2780,5700-24000,2400,8,63600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,55580,2780
2781,5700-24000,2400,8,65500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,57250,2781
2782,5700-24000,2400,8,67500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,58970,2782
2783,5700-24000,2400,8,69500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,60740,2783
2784,5700-24000,2400,8,71600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,62570,2784
2785,5700-24000,2400,8,73700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,64450,2785
2786,5700-24000,2400,8,75900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,66390,2786
2787,5700-24000,2400,8,78200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,68390,2787
2788,5700-24000,2400,8,80500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,70450,2788
2789,5700-24000,2800,9,27300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,23900,2789
2790,5700-24000,2800,9,28100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,24620,2790
2791,5700-24000,2800,9,28900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,25360,2791
2792,5700-24000,2800,9,29800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,26130,2792
2793,5700-24000,2800,9,30700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,26920,2793
2794,5700-24000,2800,9,31600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,27730,2794
2795,5700-24000,2800,9,32500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,28570,2795
2796,5700-24000,2800,9,33500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,29430,2796
2797,5700-24000,2800,9,34500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,30320,2797
2798,5700-24000,2800,9,35500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,31230,2798
2799,5700-24000,2800,9,36600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,32170,2799
2800,5700-24000,2800,9,37700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,33140,2800
2801,5700-24000,2800,9,38800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,34140,2801
2802,5700-24000,2800,9,40000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,35170,2802
2803,5700-24000,2800,9,41200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,36230,2803
2804,5700-24000,2800,9,42400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,37320,2804
2805,5700-24000,2800,9,43700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,38440,2805
2806,5700-24000,2800,9,45000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,39600,2806
2807,5700-24000,2800,9,46400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,40790,2807
2808,5700-24000,2800,9,47800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,42020,2808
2809,5700-24000,2800,9,49200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,43290,2809
2810,5700-24000,2800,9,50700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,44590,2810
2811,5700-24000,2800,9,52200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,45930,2811
2812,5700-24000,2800,9,53800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,47310,2812
2813,5700-24000,2800,9,55400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,48730,2813
2814,5700-24000,2800,9,57100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,50200,2814
2815,5700-24000,2800,9,58800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,51710,2815
2816,5700-24000,2800,9,60600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,53270,2816
2817,5700-24000,2800,9,62400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,54870,2817
2818,5700-24000,2800,9,64300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,56520,2818
2819,5700-24000,2800,9,66200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,58220,2819
2820,5700-24000,2800,9,68200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,59970,2820
2821,5700-24000,2800,9,70200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,61770,2821
2822,5700-24000,2800,9,72300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,63630,2822
2823,5700-24000,2800,9,74500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,65540,2823
2824,5700-24000,2800,9,76700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,GI,,67510,2824
2825,5700-24000,2400,8,67500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,58970,2825
2826,5700-24000,2400,8,69500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,60740,2826
2827,5700-24000,2400,8,71600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,62570,2827
2828,5700-24000,2400,8,73700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,64450,2828
2829,5700-24000,2400,8,75900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,66390,2829
2830,5700-24000,2400,8,78200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,68390,2830
2831,5700-24000,2400,8,80500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,70450,2831
2832,5700-24000,2800,9,27300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,23900,2832
2833,5700-24000,2800,9,28100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,24620,2833
2834,5700-24000,2800,9,28900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,25360,2834
2835,5700-24000,2800,9,29800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,26130,2835
2836,5700-24000,2800,9,30700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,26920,2836
2837,5700-24000,2800,9,31600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,27730,2837
2838,5700-24000,2800,9,32500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,28570,2838
2839,5700-24000,2800,9,33500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,29430,2839
2840,5700-24000,2800,9,34500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,30320,2840
2841,5700-24000,2800,9,35500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,31230,2841
2842,5700-24000,2800,9,36600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,32170,2842
2843,5700-24000,2800,9,37700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,33140,2843
2844,5700-24000,2800,9,38800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,34140,2844
2845,5700-24000,2800,9,40000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,35170,2845
2846,5700-24000,2800,9,41200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,36230,2846
2847,5700-24000,2800,9,42400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,37320,2847
2848,5700-24000,2800,9,43700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,38440,2848
2849,5700-24000,2800,9,45000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,39600,2849
2850,5700-24000,2800,9,46400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,40790,2850
2851,5700-24000,2800,9,47800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,42020,2851
2852,5700-24000,2800,9,49200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,43290,2852
2853,5700-24000,2800,9,50700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,44590,2853
2854,5700-24000,2800,9,52200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,45930,2854
2855,5700-24000,2800,9,53800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,47310,2855
2856,5700-24000,2800,9,55400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,48730,2856
2857,5700-24000,2800,9,57100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,50200,2857
2858,5700-24000,2800,9,58800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,51710,2858
2859,5700-24000,2800,9,60600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,53270,2859
2860,5700-24000,2800,9,62400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,54870,2860
2861,5700-24000,2800,9,64300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,56520,2861
2862,5700-24000,2800,9,66200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,58220,2862
2863,5700-24000,2800,9,68200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,59970,2863
2864,5700-24000,2800,9,70200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,61770,2864
2865,5700-24000,2800,9,72300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,63630,2865
2866,5700-24000,2800,9,74500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,65540,2866
2867,5700-24000,2800,9,76700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,67510,2867
2868,5700-24000,2800,9,79000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,69540,2868
2869,5700-24000,2800,9,81400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,71630,2869
2870,5700-24000,2800,9,83800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,73780,2870
2871,5700-24000,2800,9,86300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,76000,2871
2872,5700-24000,4200,10,34700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,30380,2872
2873,5700-24000,4200,10,35700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,31300,2873
2874,5700-24000,4200,10,36800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,32240,2874
2875,5700-24000,4200,10,37900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,33210,2875
2876,5700-24000,4200,10,39000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,34210,2876
2877,5700-24000,4200,10,40200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,35240,2877
2878,5700-24000,4200,10,41400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,36300,2878
2879,5700-24000,4200,10,42600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,37390,2879
2880,5700-24000,4200,10,43900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,38520,2880
2881,5700-24000,4200,10,45200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,39680,2881
2882,5700-24000,4200,10,46600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,40880,2882
2883,5700-24000,4200,10,48000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,42110,2883
2884,5700-24000,4200,10,49400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,43380,2884
2885,5700-24000,4200,10,50900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,44690,2885
2886,5700-24000,4200,10,52400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,46040,2886
2887,5700-24000,4200,10,54000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,47430,2887
2888,5700-24000,4200,10,55600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,48860,2888
2889,5700-24000,4200,10,57300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,50330,2889
2890,5700-24000,4200,10,59000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,51840,2890
2891,5700-24000,4200,10,60800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,53400,2891
2892,5700-24000,4200,10,62600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,55010,2892
2893,5700-24000,4200,10,64500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,56670,2893
2894,5700-24000,4200,10,66400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,58380,2894
2895,5700-24000,4200,10,68400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,60140,2895
2896,5700-24000,4200,10,70500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,61950,2896
2897,5700-24000,4200,10,72600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,63810,2897
2898,5700-24000,4200,10,74800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,65730,2898
2899,5700-24000,4200,10,77000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,67710,2899
2900,5700-24000,4200,10,79300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,69750,2900
2901,5700-24000,4200,10,81700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,71850,2901
2902,5700-24000,4200,10,84200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,74010,2902
2903,5700-24000,4200,10,86700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,76240,2903
2904,5700-24000,4200,10,89300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,78530,2904
2905,5700-24000,4200,10,92000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,80890,2905
2906,5700-24000,4200,10,94800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,83320,2906
2907,5700-24000,4200,10,97600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,85820,2907
2908,5700-24000,4200,10,100500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,88400,2908
2909,5700-24000,4200,10,103500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,91060,2909
2910,5700-24000,4200,10,106600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,93800,2910
2911,5700-24000,4200,10,109800,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,96620,2911
2912,10230-34800,4400,11,37600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,32920,2912
2913,10230-34800,4400,11,38700,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,33910,2913
2914,10230-34800,4400,11,39900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,34930,2914
2915,10230-34800,4400,11,41100,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,35980,2915
2916,10230-34800,4400,11,42300,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,37060,2916
2917,10230-34800,4400,11,43600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,38180,2917
2918,10230-34800,4400,11,44900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,39330,2918
2919,10230-34800,4400,11,46200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,40510,2919
2920,10230-34800,4400,11,47600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,41730,2920
2921,10230-34800,4400,11,49000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,42990,2921
2922,10230-34800,4400,11,50500,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,44280,2922
2923,10230-34800,4400,11,52000,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,45610,2923
2924,10230-34800,4400,11,53600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,46980,2924
2925,10230-34800,4400,11,55200,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,48390,2925
2926,10230-34800,4400,11,56900,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,49850,2926
2927,10230-34800,4400,11,58600,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,51350,2927
2928,10230-34800,4400,11,60400,Y,0,0,2018-11-09 16:19:30.000000,0,2018-11-09 16:19:30.000000,SG,,52900,2928
